from	to
Q9VKM3	Q9VVG5
Q9VKM3	O77134
Q9VKM3	Q9VMB9
Q9VKM3	Q9W141
Q9VKM3	Q24251
Q9VKM3	Q9W1N3
Q9VKM3	Q94516
Q9VKM3	Q0E8X7
Q07327	Q24547
P17704	Q9GU68
P17704	P48149
P17704	P36241
P17704	Q9W0A8
P17704	P48159
P17704	Q9VZS5
P17704	Q24154
P17704	P39018
P17704	Q9VWG3
P17704	Q95RG1
P17704	Q9W229
P17704	Q95TP9
P17704	Q9V3G1
P17704	Q9W1B9
P17704	Q9VTP4
P17704	Q9W237
P17704	P80455
P17704	P38979
P17704	P50887
Q8T4A9	Q9W1M9
Q00637	Q24439
Q9VTB4	Q9W141
Q9VTB4	Q9VVG5
Q9VTB4	Q9VXI6
Q9VTB4	Q9VXK7
Q9VTB4	O97418
Q9VTB4	Q9W1N3
Q9VTB4	Q9VX36
Q9VTB4	Q7JYH3
Q9VTB4	Q9VWI0
Q9VTB4	Q9VZU4
Q9VTB4	Q9W125
Q7KLW9	Q9VI10
Q7KLW9	Q27268
Q9VQD7	Q9W1N3
Q9VQD7	Q9W141
Q9VQD7	Q24439
Q9VQD7	O97418
Q9VQD7	O01666
Q9VQD7	Q9VQ29
Q9VQD7	Q9VMB9
Q9VQD7	Q9XY35
Q9VQD7	Q9VF27
Q9VQD7	Q24251
Q9VQD7	Q9VZU4
Q9VQD7	Q9W125
Q9VQD7	Q9VX36
Q9VQD7	Q9V3W2
Q9VQD7	Q9VXI6
Q9VQD7	Q94514
Q9VQD7	Q9VXK7
Q9VQD7	Q9W402
Q9VQD7	Q7JYH3
Q9VQD7	Q9VMU0
Q9VQD7	Q9VTB4
Q9VQD7	Q9VWI0
Q9VQD7	Q9VPE2
Q9GU68	Q9W229
Q9GU68	P38979
Q9GU68	Q24154
Q7KKI0	Q9VXQ5
Q7KKI0	P12613
Q7KKI0	P48605
Q7KKI0	Q9W392
Q7KKI0	Q9VHL2
Q7KKI0	Q9VK69
Q9VWI0	Q9W1N3
Q9VWI0	Q9VXK7
Q9VWI0	Q9VXI6
Q9VWI0	Q9W402
Q9VWI0	Q94511
Q9VWI0	O97418
Q9VWI0	Q9VZU4
Q9VWI0	Q9W125
Q9VWI0	Q7JYH3
Q9VWI0	Q9VX36
P17210	P46824
P17210	Q24560
Q9V597	Q9VGS2
Q9V597	O02195
Q9V597	Q9GU68
Q9V597	Q9VFE4
Q9V597	Q7KR04
Q9V597	P48149
Q9V597	P50887
Q9V597	Q9VHE5
Q9V597	Q9VBH8
Q9V597	Q9VWG3
Q9V597	Q7JYK1
Q9V597	Q9VZS5
Q9V597	Q9V3G1
Q9V597	P13008
Q9V597	Q0E9B6
Q9V597	Q9V9W3
Q9V597	P80455
Q9V597	P48159
Q9V597	P17704
Q9V597	P09180
Q9V597	P36241
Q9V597	P55841
Q9V597	O16797
Q9V597	O76927
Q9V597	P39018
Q9V597	P41126
Q9V597	Q9VTP4
Q9V597	Q95TP9
Q9V597	Q9VBU9
Q9V597	Q9W237
Q9V597	Q9W1B9
Q9V597	Q7JZW2
Q9V597	P41094
Q9V597	P31009
Q9V597	P41093
Q9V597	P48588
Q9V597	P38979
Q9V597	P46222
Q9V597	Q24154
Q9V597	P55828
Q9V597	Q06559
Q9V597	Q8T3U2
Q9V597	Q9W0A8
Q9V597	Q9W229
Q9V597	Q8IGR0
Q9V597	Q9VS34
Q9V597	P04359
Q9V597	Q95RG1
O77134	Q9VVG5
O77134	Q24154
O77134	Q9VMU0
O77134	P05389
O77134	Q9VIQ8
O77134	Q94514
O77134	Q7JYH3
O77134	Q9VWD1
O77134	Q9VXI6
O77134	Q9W402
O77134	Q9XY35
O77134	Q9VMB9
O77134	P35381
O77134	Q9VXN2
O77134	Q9W141
O77134	Q24439
O77134	Q24251
O77134	Q9W1N3
O77134	Q94516
Q9VMU0	Q9VPE2
Q9VMU0	Q9VQ29
Q9VMU0	Q9W141
Q9VMU0	Q9VXK7
Q9VMU0	Q9VX36
Q9VMU0	Q9VZU4
Q9VMU0	Q9VXI6
Q9VMU0	Q9W402
Q9VMU0	O97418
Q9VMU0	Q9VWI0
Q9VMU0	Q9W125
Q9VMU0	Q7JYH3
Q9VMU0	Q9VTB4
Q9VMU0	Q9W1N3
Q95RG1	Q9GU68
Q95RG1	P50887
Q95RG1	Q9VWG3
Q95RG1	P48149
Q95RG1	Q9W237
Q95RG1	P39018
Q95RG1	Q9VTP4
Q95RG1	P38979
Q95RG1	Q9W0A8
Q95RG1	P36241
Q95RG1	Q9W1B9
Q95RG1	Q95TP9
Q95RG1	Q24154
Q95RG1	P80455
Q95RG1	Q9VZS5
Q95RG1	P48159
Q95RG1	Q9V3G1
Q95RG1	Q9W229
P41093	Q9U9Q4
P41093	Q9W2D9
P41093	P05303
P41093	O02195
P41093	Q9VFE4
P41093	Q9VGS2
P41093	Q9NJH0
P41093	P48149
P41093	Q9VBH8
P41093	P50887
P41093	Q9VHE5
P41093	Q8IGR0
P41093	Q9W229
P41093	Q9W0A8
P41093	Q9V9W3
P41093	Q06559
P41093	Q9W237
P41093	Q7JYK1
P41093	P55841
P41093	P55828
P41093	P80455
P41093	Q9VBU9
P41093	O76927
P41093	P13008
P41093	O16797
P41093	P48588
P41093	Q9W1B9
P41093	Q9VWG3
P41093	Q9VZS5
P41093	Q9V3G1
P41093	P09180
P41093	P31009
P41093	Q9VS34
P41093	P39018
P41093	Q9VTP4
P41093	P41094
P41093	P17704
P41093	Q24154
P41093	P41126
P41093	P04359
P41093	P46222
P41093	Q95RG1
P41093	Q95TP9
P41093	P36241
P41093	P48159
P41093	P38979
Q9VA18	Q24251
P48149	P50887
P48149	Q9VZS5
P48149	Q9W229
P48149	P38979
P48149	Q9W0A8
P48149	Q95TP9
P48149	Q9V3G1
P48149	Q9W1B9
P48149	Q24154
P48149	P36241
P48149	Q9W237
P48149	P48159
Q24400	P35416
Q24400	P18091
O01666	Q9W402
O01666	Q9VMI3
O01666	Q9W125
O01666	Q9VF27
O01666	Q9VQ29
O01666	O62619
O01666	Q9VVL7
O01666	Q9W141
O01666	Q8IML6
O01666	Q94511
O01666	Q7JYH3
O01666	Q9VMB9
O01666	Q9VRL0
O01666	Q9VX36
O01666	P91929
O01666	Q9VEB1
O01666	Q9VIQ8
O01666	Q9VWI0
O01666	Q9VZU4
O01666	Q9VV75
O01666	Q9VGS3
O01666	Q9VPE2
O01666	Q9VFF0
O01666	Q94514
O01666	P35381
O01666	Q94516
O01666	Q9W1N3
O01666	Q24439
O01666	Q24251
Q9V3J1	Q27331
Q9V3J1	P54611
P36241	Q9GU68
P36241	P50887
P36241	Q9W237
P36241	Q24154
P36241	Q9W229
P36241	P38979
P36241	P48159
P36241	Q9W1B9
P36241	Q95TP9
Q8MLY8	Q9GU68
Q8MLY8	P05303
Q8MLY8	Q9VN50
Q8MLY8	Q94518
Q8MLY8	O02195
Q8MLY8	Q7JVI3
Q8MLY8	Q9U9Q4
Q8MLY8	Q9VFE4
Q8MLY8	Q0E940
Q8MLY8	Q9NJH0
Q8MLY8	Q7KR04
Q8MLY8	P48149
Q8MLY8	Q9VGS2
Q8MLY8	Q9VBH8
Q8MLY8	P50887
Q8MLY8	Q9VHE5
Q8MLY8	P48159
Q8MLY8	P41126
Q8MLY8	P55841
Q8MLY8	P55828
Q8MLY8	P04359
Q8MLY8	O76927
Q8MLY8	Q9V597
Q8MLY8	Q06559
Q8MLY8	Q9VTP4
Q8MLY8	Q9VWG3
Q8MLY8	Q9W229
Q8MLY8	Q7JYK1
Q8MLY8	Q8T3U2
Q8MLY8	Q9W1B9
Q8MLY8	Q24154
Q8MLY8	P09180
Q8MLY8	P41093
Q8MLY8	Q8IGR0
Q8MLY8	O16797
Q8MLY8	P48588
Q8MLY8	Q95TP9
Q8MLY8	Q95RG1
Q8MLY8	Q9W237
Q8MLY8	Q9V3G1
Q8MLY8	P80455
Q8MLY8	P39018
Q8MLY8	P05389
Q8MLY8	Q7JZW2
Q8MLY8	P41094
Q8MLY8	Q9W0A8
Q8MLY8	Q9V9W3
Q8MLY8	Q9VS34
Q8MLY8	P36241
Q8MLY8	P31009
Q8MLY8	P13008
Q8MLY8	Q9VBU9
Q8MLY8	Q9VA91
Q8MLY8	P17704
Q8MLY8	Q9VZS5
Q8MLY8	P46222
Q8MLY8	Q0E9B6
Q8MLY8	P38979
Q9VVG5	Q9VXI6
Q9VVG5	Q9W1N3
Q9VKJ4	Q8T4A9
Q9VKJ4	Q8IPX7
Q9VKJ4	Q9VW53
Q9VKJ4	Q9W1M9
Q9VMB9	Q9VWI0
Q9VMB9	Q9VMU0
Q9VMB9	Q9VZU4
Q9VMB9	Q9VV75
Q9VMB9	Q9W141
Q9VMB9	Q9W402
Q9VMB9	Q94516
Q9VMB9	O97418
Q9VMB9	Q9VRL0
Q9VMB9	Q9W125
Q9VMB9	Q9VVG5
Q9VMB9	Q9VQ29
Q9VMB9	Q9VXI6
Q9VMB9	Q9VWD1
Q9VMB9	Q7JYH3
Q9VMB9	Q9VTB4
Q9VMB9	Q9W1N3
Q9VQ61	P07487
P09180	P28668
P09180	Q8STG9
P09180	Q9GU68
P09180	Q9W4X7
P09180	Q9VFE4
P09180	O02195
P09180	P48149
P09180	Q9VBH8
P09180	Q24154
P09180	Q9VHE5
P09180	Q95TP9
P09180	O76927
P09180	P48159
P09180	Q8IGR0
P09180	P31009
P09180	O16797
P09180	P17704
P09180	Q9W229
P09180	Q9V3G1
P09180	P13008
P09180	P39018
P09180	Q9VBU9
P09180	P48588
P09180	P55841
P09180	P38979
P09180	P41126
P09180	Q9VS34
P09180	Q9W1B9
P09180	Q9VWG3
P09180	Q9VZS5
P09180	P55828
P09180	Q9VTP4
P09180	Q95RG1
P09180	P50887
P09180	P36241
P09180	Q06559
P09180	Q9W237
P09180	P80455
P09180	Q7JYK1
P09180	Q9W0A8
Q7KLX3	Q53YH3
Q9W402	O97418
Q9VDC3	Q24253
Q9VGQ1	Q9VVL7
Q8STG9	Q9VTP4
Q8STG9	P38979
Q8STG9	P48149
Q8STG9	Q9W237
Q8STG9	Q9W1B9
Q8STG9	Q95RG1
Q8STG9	Q9V3G1
Q8STG9	Q9W335
Q8STG9	P48159
Q8STG9	Q9W0A8
Q24583	Q9V3J1
Q24583	Q9W1N3
Q24583	P31409
Q24583	P54611
Q24583	Q9V7D2
Q24583	Q9XZH6
Q7K533	Q59E23
P48605	Q9VXQ5
P48605	Q9VHL2
P48605	Q9W392
P48605	Q9VK69
Q9VKZ8	Q9VRP3
Q9VKZ8	Q7KLV9
Q9VKZ8	Q9V436
Q9VKZ8	Q7KMQ0
Q9VKZ8	Q9VW54
Q9VKZ8	Q9V3P6
Q9VKZ8	Q9V3G7
Q9VKZ8	Q7KMP8
Q9VKZ8	O18413
Q9VKZ8	Q9V3H2
Q9VKZ8	Q9W414
Q9VKZ8	Q9V405
Q9VKZ8	P55035
Q9VKZ8	Q9V3V6
Q9VKZ8	Q9V3Z4
Q9VKZ8	P48601
Q9VKZ8	P25161
Q9VS34	P48149
Q9VS34	P50887
Q9VS34	Q9VWG3
Q9VS34	Q9W0A8
Q9VS34	P17704
Q9VS34	Q95TP9
Q9VS34	Q9W1B9
Q9VS34	P36241
Q9VS34	Q9VTP4
Q9VS34	Q9W237
Q9VS34	P48159
Q9VS34	P38979
Q9VS34	P39018
Q9VS34	Q9W229
Q9VS34	Q95RG1
Q9VS34	P80455
Q9VS34	Q9VZS5
Q9VS34	Q24154
Q9VS34	Q9V3G1
Q9VS34	P55841
Q9XZH6	P54611
Q06559	Q9VN50
Q06559	Q9U9Q4
Q06559	Q9VSR5
Q06559	Q9W4X7
Q06559	Q9GU68
Q06559	Q9VFE4
Q06559	Q8STG9
Q06559	O02195
Q06559	P50887
Q06559	P48149
Q06559	Q9VHE5
Q06559	Q9VWG3
Q06559	Q9VGS2
Q06559	O16797
Q06559	P55841
Q06559	P38979
Q06559	P13008
Q06559	P48159
Q06559	Q9W229
Q06559	Q7JYK1
Q06559	Q9W237
Q06559	Q9W0A8
Q06559	O76927
Q06559	Q9W1B9
Q06559	P48588
Q06559	P17704
Q06559	P31009
Q06559	P55828
Q06559	Q9V3G1
Q06559	P39018
Q06559	Q9VZS5
Q06559	P36241
Q06559	P41126
Q06559	P80455
Q06559	Q9VTP4
Q06559	Q95TP9
Q06559	Q95RG1
Q06559	Q8IGR0
Q06559	Q9VS34
Q06559	Q24154
P08736	P38979
P08736	Q9W1B9
P08736	P41094
P08736	P46222
P08736	P04359
P08736	O76927
P08736	Q95RG1
P08736	Q9W229
P08736	Q9V9M7
P08736	Q8IGR0
P08736	P48159
P08736	P17704
P08736	Q8T3U2
P08736	P55828
P08736	O16797
P08736	P48588
P08736	P13008
P08736	Q95TP9
P08736	Q9VA91
P08736	Q0E9B6
P08736	Q9W237
P08736	Q9VBN5
P08736	P41093
P08736	Q8MLY8
P08736	Q9V3G1
P08736	Q06559
P08736	P31009
P08736	P55830
P08736	O18640
P08736	Q9NJH0
P08736	P09180
P08736	O17445
P13060	Q02748
P13060	Q7KR04
P13060	P08570
P13060	Q0E940
P13060	Q9VBH8
P13060	Q9W229
P13060	Q9VFE4
P13060	P50887
P13060	O76927
P13060	P39018
P13060	Q9VBU9
P13060	P08736
P13060	Q8IGR0
P13060	Q24154
P13060	Q8T3U2
P13060	P55841
P13060	P48149
P13060	Q9W5N2
P13060	Q0E9B6
P13060	Q9VJ19
P13060	P13008
P13060	P48159
P13060	Q9VGS2
P13060	Q9VTP4
P13060	P80455
P13060	Q9V9W3
P13060	P48588
P13060	P55828
P13060	Q9VZS5
P13060	Q7JZW2
P13060	Q95RG1
P13060	Q9W1B9
P13060	Q9W0A8
P13060	P41094
P13060	P04359
P13060	Q9V9M7
P13060	Q9NJH0
P13060	P46222
P13060	P05389
P13060	P17704
P13060	Q9VA91
P13060	O18640
P13060	Q9VS34
P13060	Q06559
P13060	Q95TP9
P13060	P36241
P13060	Q8MLY8
P13060	P41093
P13060	P38979
P13060	O17445
P13060	P09180
P13060	O16797
P13060	P41126
P13060	P55830
P13060	Q9V3G1
P13060	Q9W237
P13060	P31009
P13060	Q9V597
P13060	Q9VBN5
P13060	Q7JYK1
P05303	Q9W1B9
P05303	P04359
P05303	P17704
P05303	Q95RG1
P05303	P48159
P05303	O76927
P05303	P55828
P05303	P48588
P05303	P13008
P05303	Q95TP9
P05303	Q9W237
P05303	Q9V3G1
P05303	P31009
P05303	Q06559
P05303	Q9NJH0
O18413	Q9VRP3
O18413	Q9VW54
O18413	Q9V436
O18413	Q9V405
P48588	Q9U9Q4
P48588	Q9VWG3
P48588	P50887
P48588	Q9VHE5
P48588	Q9VGS2
P48588	P48149
P48588	P39018
P48588	Q9VTP4
P48588	Q8IGR0
P48588	Q9V3G1
P48588	P41126
P48588	P36241
P48588	P17704
P48588	Q9W237
P48588	Q95TP9
P48588	O16797
P48588	P48159
P48588	Q9VS34
P48588	Q24154
P48588	Q9W0A8
P48588	Q7JYK1
P48588	O76927
P48588	Q9VZS5
P48588	P55841
P48588	P13008
P48588	P80455
P48588	Q9W229
P48588	Q95RG1
P48588	Q9W1B9
P48588	P38979
P48588	P31009
P21914	O01666
P21914	Q9VZU4
P21914	Q9W1N3
P21914	Q9VGS3
Q8IML6	Q9VHB8
Q8IML6	Q9VFF0
Q8IML6	Q9VV75
Q8IML6	Q9W4H6
Q8IML6	Q9VM14
Q8IML6	Q9VVL7
Q8IPM8	P36975
Q9VIE7	Q9NJH0
Q9VIE7	P28668
Q7JWF1	Q9W1H8
Q9VM14	Q9W4H6
Q9VM14	Q9VVL7
P91926	Q24253
P91926	Q9VDC3
P91926	O62530
Q9VA54	Q9V405
Q9VA54	Q9V3P6
Q9VA54	P55035
Q9VA54	Q9VW54
Q9VA54	Q9V3G7
Q9VA54	Q9V3Z4
Q9VA54	P48601
Q9VA54	Q9V3V6
Q9XZ10	Q9W4P5
Q3YMU0	P29844
Q3YMU0	Q9V438
Q3YMU0	Q53YH3
Q9VM18	C0HK92
Q9VM18	P35416
Q9VM18	Q24400
Q9VM18	Q9VSN2
Q9VM18	P05661
Q9VM18	P14318
Q9VM18	Q9VFC7
Q9VM18	P09491
Q9VM18	P36188
P46222	Q9U9Q4
P46222	O02195
P46222	Q9VSR5
P46222	Q9VFE4
P46222	Q9VGS2
P46222	Q8STG9
P46222	Q9GU68
P46222	P48149
P46222	P50887
P46222	Q9NJH0
P46222	Q9VBH8
P46222	Q9VHE5
P46222	P13008
P46222	Q8IGR0
P46222	P04359
P46222	Q7JYK1
P46222	Q9V3G1
P46222	Q9VTP4
P46222	P80455
P46222	P48588
P46222	P38979
P46222	P48159
P46222	Q06559
P46222	O76927
P46222	Q9VWG3
P46222	P31009
P46222	Q9VZS5
P46222	P09180
P46222	Q9W0A8
P46222	O16797
P46222	P36241
P46222	Q9W1B9
P46222	P39018
P46222	Q9VBU9
P46222	Q9W229
P46222	Q95RG1
P46222	P55828
P46222	P41094
P46222	Q24154
P46222	P55841
P46222	Q9W237
P46222	P41126
P46222	P17704
P46222	Q9VS34
P46222	Q95TP9
P46222	Q9V9W3
Q53XD3	Q8T3U2
Q53XD3	P80455
Q53XD3	Q9VA91
Q53XD3	P48588
Q53XD3	P09180
Q53XD3	Q0E9B6
Q53XD3	Q9W4X7
Q53XD3	Q95RG1
Q53XD3	O02195
Q53XD3	Q0E940
Q53XD3	P31009
Q53XD3	A1ZAX1
Q53XD3	Q95TP9
Q53XD3	Q9W237
Q53XD3	P55828
Q53XD3	Q7JVI3
Q53XD3	Q06559
Q53XD3	P38979
Q53XD3	Q9NJH0
Q53XD3	P28668
P38979	P50887
Q7KLV9	Q9V436
Q7KLV9	Q9VA54
Q7KLV9	P55035
Q7KLV9	O18413
Q7KLV9	Q9V405
Q7KLV9	P48601
Q7KLV9	Q9V3V6
Q7KLV9	Q9VW54
Q7KLV9	Q7KMP8
Q7KLV9	Q9V3G7
Q7KLV9	Q9V3Z4
Q7KLV9	Q9V3P6
Q7KLV9	Q9V3H2
Q7KMQ0	Q9V436
Q7KMQ0	Q9V3H2
Q7KMQ0	Q9VA54
Q7KMQ0	Q7KLV9
Q7KMQ0	P55035
Q7KMQ0	Q9VW54
Q7KMQ0	Q9V3Z4
Q7KMQ0	Q9V3P6
Q7KMQ0	Q7KMP8
Q7KMQ0	Q9V3V6
Q7KMQ0	Q9V405
Q7KMQ0	O18413
Q7KMQ0	Q9V3G7
Q7KMQ0	P48601
Q9W4X7	P38979
Q9V3G7	Q9V436
Q9V3G7	Q9VRP3
Q9V3G7	Q9VW54
Q9V3G7	Q9V405
Q9V3G7	Q9V3Z4
Q9V3G7	P55035
Q9V3G7	O18413
Q9V3G7	Q9V3H2
Q9W414	Q7K2G1
Q9W414	Q9VA54
Q9W414	Q9V3P6
Q9W414	Q7KMP8
Q9W414	Q9VW54
Q9W414	Q7KLV9
Q9W414	Q9V3H2
Q9W414	Q9V3Z4
Q9W414	Q9V3G7
Q9W414	P25161
Q9W414	Q7KMQ0
Q9W414	P48601
Q9W414	O18413
Q9W414	Q9V3V6
Q9W414	Q9V436
Q9W414	P55035
Q9W414	Q9V405
G3JX33	P18091
Q9V3V6	Q9V436
Q9V3V6	Q9V405
Q9V3V6	P55035
Q9V3V6	Q9V3Z4
Q9V3V6	Q9V3G7
Q9V3V6	Q9VW54
Q9V3V6	Q9V3H2
Q9V3V6	O18413
Q94518	P36241
Q94518	Q9VWG3
Q94518	P55841
Q94518	P17704
Q94518	P41126
Q94518	Q9V3G1
Q94518	Q06559
Q94518	P09180
Q9V3G1	Q9GU68
Q9V3G1	P50887
Q9V3G1	Q9W229
Q9V3G1	Q24154
Q9V3G1	P38979
Q9V3G1	Q9W1B9
Q9V3G1	Q9W237
Q9V3G1	Q95TP9
Q9V3G1	P36241
Q9V3G1	P48159
Q9V3G1	Q9W0A8
Q9V3Z4	Q9V436
Q9V3Z4	O18413
Q9V3Z4	P55035
Q9V3Z4	Q9V405
Q9V3Z4	Q9VW54
Q9V3H2	Q9V436
Q9V3H2	Q9VRP3
Q9V3H2	O18413
Q9V3H2	Q9V405
Q9V3H2	Q9VW54
Q9V3H2	P55035
Q9V3H2	Q9V3Z4
Q9VW54	Q9V405
Q94519	Q9VGS3
Q94519	Q94511
Q94519	Q9VMS1
Q94519	Q9VFF0
Q94519	Q9VV75
Q94519	Q9W141
Q94519	P91929
Q94519	Q9XY35
Q94519	Q24251
Q94519	Q9VXI6
Q94519	Q94516
Q94519	Q9VMB9
Q94519	Q7K1C0
Q94519	Q9VXK7
Q94519	Q9VX36
Q94519	Q9VQ29
Q94519	Q9VPE2
Q94519	Q9VF27
Q94519	O01666
Q94519	Q500Y7
Q94519	Q24439
Q94519	Q9VKM3
Q94519	Q9V3W2
Q94519	Q9W402
Q94519	O97418
Q94519	Q9W125
Q94519	Q94514
Q94519	Q7JYH3
Q94519	Q9VZU4
Q94519	Q9VMU0
Q94519	Q9VTB4
Q94519	Q9VQD7
Q94519	Q9VWI0
Q94519	Q9W1N3
Q9VSN2	Q9VFC7
Q9VSN2	C0HK92
Q9VUC1	Q9VHL2
Q9VUC1	Q7K3J0
Q9VUC1	Q9V9Q4
Q9W5N2	Q9VGS2
Q9W5N2	Q9NJH0
Q9W5N2	Q9VFE4
Q9W5N2	Q9VHE5
Q9W5N2	P50887
Q9W5N2	P48149
Q9W5N2	Q9VWG3
Q9W5N2	Q9VBH8
Q9W5N2	Q9W1B9
Q9W5N2	Q9VA91
Q9W5N2	O16797
Q9W5N2	Q9V3G1
Q9W5N2	Q0E9B6
Q9W5N2	Q9V597
Q9W5N2	P31009
Q9W5N2	Q8MLY8
Q9W5N2	Q8IGR0
Q9W5N2	Q9W237
Q9W5N2	P55828
Q9W5N2	Q9V9W3
Q9W5N2	P80455
Q9W5N2	Q9GU68
Q9W5N2	Q06559
Q9W5N2	Q7JZW2
Q9W5N2	Q9VS34
Q9W5N2	P39018
Q9W5N2	Q8T3U2
Q9W5N2	Q9VBU9
Q9W5N2	P41094
Q9W5N2	P13008
Q9W5N2	P41126
Q9W5N2	Q9W229
Q9W5N2	P09180
Q9W5N2	P55841
Q9W5N2	P48159
Q9W5N2	Q7JYK1
Q9W5N2	Q95RG1
Q9W5N2	P04359
Q9W5N2	P17704
Q9W5N2	P36241
Q9W5N2	Q9W0A8
Q9W5N2	P41093
Q9W5N2	Q9VTP4
Q9W5N2	P46222
Q9W5N2	P38979
Q9W5N2	Q24154
Q9W5N2	P05389
Q9W5N2	Q95TP9
Q9W5N2	O76927
Q9W5N2	Q9VZS5
Q9W5N2	Q7KR04
Q9W5N2	P48588
Q9W141	Q9W125
Q9W141	Q7JYH3
Q9W141	Q9W1N3
Q9W141	P35381
Q9W2D9	Q9W4X7
Q0E9B6	Q9NJH0
Q0E9B6	Q9W2D9
Q0E9B6	Q9GU68
Q0E9B6	Q9W4X7
Q0E9B6	P05303
Q0E9B6	Q9VSR5
Q0E9B6	Q9VFE4
Q0E9B6	O02195
Q0E9B6	Q7JVI3
Q0E9B6	Q8STG9
Q0E9B6	Q9VWG3
Q0E9B6	Q9VHE5
Q0E9B6	P50887
Q0E9B6	Q9VBH8
Q0E9B6	P48149
Q0E9B6	P39018
Q0E9B6	Q9VTP4
Q0E9B6	Q8IGR0
Q0E9B6	Q06559
Q0E9B6	P17704
Q0E9B6	P55841
Q0E9B6	Q8T3U2
Q0E9B6	O76927
Q0E9B6	Q9VZS5
Q0E9B6	Q9V3G1
Q0E9B6	P09180
Q0E9B6	Q7JYK1
Q0E9B6	Q95RG1
Q0E9B6	P55828
Q0E9B6	Q24154
Q0E9B6	Q9W229
Q0E9B6	Q9V9W3
Q0E9B6	Q9VBU9
Q0E9B6	P31009
Q0E9B6	P41093
Q0E9B6	O16797
Q0E9B6	P48588
Q0E9B6	Q9VS34
Q0E9B6	P38979
Q0E9B6	P41094
Q0E9B6	P46222
Q0E9B6	Q9W1B9
Q0E9B6	P80455
Q0E9B6	P41126
Q0E9B6	P13008
Q0E9B6	Q9W0A8
Q0E9B6	P48159
Q0E9B6	P36241
Q0E9B6	P04359
Q0E9B6	Q95TP9
Q0E9B6	Q7JZW2
Q0E9B6	Q9W237
Q8SYJ2	Q9W1N3
Q8SYJ2	Q9VKM3
P54611	Q9W4P5
Q9VC93	Q8IPX7
Q9VC93	Q9VW53
Q9VC93	Q9VK19
Q9VC93	Q9W1M9
Q9VC93	Q9VKJ4
Q9VTK9	P07487
Q9VK69	Q9VXQ5
Q9VK69	Q9W392
Q7JYH3	Q9W402
Q7JYH3	O97418
Q7JZK1	Q9VIQ8
Q7JZK1	Q94511
Q7JZK1	Q9VXN2
Q7JZK1	Q9VGS3
Q7JZK1	Q9VHS2
Q7JZK1	Q94516
Q7JZK1	Q9VPE2
Q7JZK1	Q9VKM3
Q7JZK1	Q8SYJ2
Q7JZK1	P91929
Q7JZK1	Q24439
Q7JZK1	Q24251
Q7JZK1	Q7K1C0
Q7JZK1	Q0E8X7
Q7JZK1	Q9VXK7
Q7JZK1	Q9W141
Q7JZK1	O97418
Q7JZK1	O77134
Q7JZK1	Q9VX36
Q7JZK1	Q9VZU4
Q7JZK1	Q9VF27
Q7JZK1	Q9W125
Q7JZK1	Q9VWI0
Q7JZK1	Q94519
Q7JZK1	Q9V3W2
Q7JZK1	Q9W402
Q7JZK1	Q94514
Q7JZK1	Q7JYH3
Q7JZK1	Q500Y7
Q7JZK1	Q9VMS1
Q7JZK1	Q9W1N3
Q7JZK1	Q9XY35
Q7JZK1	Q9VMB9
Q7JZK1	Q9VVG5
Q7JZK1	Q9VMU0
Q7JZK1	Q9VQD7
Q7JZK1	Q9VTB4
Q7JZK1	Q9VXI6
P0CG69	Q9W418
Q8IGR0	P0CG69
Q8IGR0	Q9W418
Q8IGR0	P50887
Q8IGR0	Q9VWG3
Q8IGR0	P48149
Q8IGR0	Q9W0A8
Q8IGR0	Q9W229
Q8IGR0	Q9W1B9
Q8IGR0	P39018
Q8IGR0	Q9VTP4
Q8IGR0	P31009
Q8IGR0	O76927
Q8IGR0	Q9VZS5
Q8IGR0	P36241
Q8IGR0	Q7JYK1
Q8IGR0	P38979
Q8IGR0	Q9W237
Q8IGR0	P48159
Q8IGR0	P55841
Q8IGR0	Q9VS34
Q8IGR0	P80455
Q8IGR0	Q95TP9
Q8IGR0	P41126
Q8IGR0	Q24154
Q8IGR0	Q95RG1
Q8IGR0	P17704
Q8IGR0	Q9V3G1
Q7JYK1	Q9XYX1
Q7JYK1	P0CG69
Q7JYK1	Q9W418
Q7JYK1	P50887
Q7JYK1	Q9VWG3
Q7JYK1	P48149
Q7JYK1	Q9VTP4
Q7JYK1	Q95TP9
Q7JYK1	Q9W237
Q7JYK1	Q24154
Q7JYK1	Q9W229
Q7JYK1	Q9W1B9
Q7JYK1	P80455
Q7JYK1	P48159
Q7JYK1	P55841
Q7JYK1	Q95RG1
Q7JYK1	Q9VS34
Q7JYK1	P36241
Q7JYK1	P38979
Q7JYK1	P17704
Q7JYK1	Q9V3G1
Q7JYK1	P39018
Q7JYK1	Q9VZS5
Q7JYK1	Q9W0A8
O61380	Q0KIE7
O61380	P21187
O61380	P48598
P83967	P10981
P83967	P53501
Q7KR04	P50887
Q7KR04	Q9VFE4
Q7KR04	Q9VBH8
Q7KR04	Q8STG9
Q7KR04	Q9VZS5
Q7KR04	Q9VHE5
Q7KR04	Q95TP9
Q7KR04	O16797
Q7KR04	O76927
Q7KR04	Q9W1B9
Q7KR04	P31009
Q7KR04	Q9VTP4
Q7KR04	Q9W229
Q7KR04	Q0E9B6
Q7KR04	P38979
Q7KR04	Q9V9W3
Q7KR04	Q7JZW2
Q7KR04	Q9VS34
Q7KR04	P80455
Q7KR04	P41093
